transaction_id,timestamp,amount,merchant_category,card_present,country_code,hour_of_day,day_of_week,customer_id,merchant_id,num_prev_txn_1h,distance_from_home_km,is_anomaly
TXN0005294,2024-01-19 09:10:00,37.45,online,True,US,11,4,1557,670,0,7.2,0
TXN0003055,2024-01-11 14:35:00,8.45,restaurant,True,US,16,3,2481,218,0,8.3,0
TXN0002830,2024-01-10 19:50:00,11.04,restaurant,True,CA,19,2,3423,1856,2,30.8,0
TXN0002970,2024-01-11 07:30:00,113.71,gas,True,US,8,3,2553,1753,0,13.9,0
TXN0000328,2024-01-02 03:20:00,8.11,grocery,True,US,5,1,4274,1778,0,8.4,0
TXN0004270,2024-01-15 19:50:00,7.2,gas,False,CA,20,0,1248,1977,2,4.1,0
TXN0005994,2024-01-21 19:30:00,10.39,online,True,US,19,6,1603,303,0,6.2,0
TXN0004392,2024-01-16 06:00:00,9.11,grocery,True,US,7,1,2074,1259,1,1.5,0
TXN0002063,2024-01-08 03:55:00,52.23,retail,True,US,3,0,4865,160,3,16.5,0
TXN0008301,2024-01-29 19:45:00,16.15,online,False,US,20,0,1347,1955,0,4.2,0
TXN0009013,2024-02-01 07:05:00,72.7,grocery,False,MX,8,3,1135,319,2,0.5,0
TXN0009329,2024-02-02 09:25:00,39.97,retail,False,US,9,4,2674,1569,2,4.1,0
TXN0005169,2024-01-18 22:45:00,482.1,grocery,True,US,23,3,2882,403,3,1.6,0
TXN0004429,2024-01-16 09:05:00,5.51,online,False,US,11,1,3395,125,1,11.9,0
TXN0001281,2024-01-05 10:45:00,2.45,retail,False,US,10,4,4744,1036,3,8.4,0
TXN0003381,2024-01-12 17:45:00,48.9,gas,True,US,19,4,1967,427,1,4.8,0
TXN0002636,2024-01-10 03:40:00,22.31,travel,False,US,4,2,4188,1093,2,12.2,0
TXN0003328,2024-01-12 13:20:00,14.75,online,True,US,15,4,2761,1966,0,5.9,0
TXN0006436,2024-01-23 08:20:00,97.59,travel,False,GB,9,1,3792,1239,1,28.7,0
TXN0005018,2024-01-18 10:10:00,7.94,restaurant,True,US,12,3,4391,1585,0,0.8,0
TXN0007324,2024-01-26 10:20:00,161.23,online,True,CA,10,4,1941,1495,2,1.1,0
TXN0003795,2024-01-14 04:15:00,26.96,restaurant,True,US,5,6,4877,138,0,2.2,0
TXN0002663,2024-01-10 05:55:00,5.96,grocery,False,US,7,2,3110,1021,5,0.6,0
TXN0008282,2024-01-29 18:10:00,21.15,retail,False,US,20,0,1447,499,1,6.7,0
TXN0001282,2024-01-05 10:50:00,2.95,grocery,True,US,10,4,2722,185,0,6.2,0
TXN0004148,2024-01-15 09:40:00,28.81,restaurant,True,US,10,0,4347,1360,4,7.5,0
TXN0001362,2024-01-05 17:30:00,4.14,travel,True,US,17,4,2819,444,1,8.1,0
TXN0001437,2024-01-05 23:45:00,0.95,grocery,True,US,23,4,1096,112,1,25.3,0
TXN0009628,2024-01-03 18:00:00,15022.75,travel,False,BR,2,5,1312,1928,3,3377.6,1
TXN0003441,2024-01-12 22:45:00,35.02,gas,True,US,22,4,2762,742,1,11.0,0
TXN0000056,2024-01-01 04:40:00,23.8,online,True,US,5,0,3956,1275,1,7.6,0
TXN0004597,2024-01-16 23:05:00,49.22,restaurant,True,GB,0,1,4829,1061,4,2.6,0
TXN0008479,2024-01-30 10:35:00,34.32,gas,True,US,10,1,2814,353,2,22.9,0
TXN0005365,2024-01-19 15:05:00,362.74,grocery,True,US,17,4,3638,530,0,3.9,0
TXN0001844,2024-01-07 09:40:00,6.87,retail,True,GB,11,6,3593,1966,0,27.2,0
TXN0005515,2024-01-20 03:35:00,20.41,retail,True,US,3,5,1023,994,1,5.2,0
TXN0008573,2024-01-30 18:25:00,9.84,gas,False,US,19,1,2909,412,2,3.2,0
TXN0006263,2024-01-22 17:55:00,15.21,retail,True,US,19,0,4064,966,2,7.7,0
TXN0002880,2024-01-11 00:00:00,47.78,grocery,True,US,1,3,3316,1599,1,10.5,0
TXN0001743,2024-01-07 01:15:00,6.86,restaurant,True,US,2,6,1822,1301,2,3.1,0
TXN0008398,2024-01-30 03:50:00,8.39,gas,True,US,5,1,2635,1926,0,11.9,0
TXN0004169,2024-01-15 11:25:00,60.61,online,False,US,11,0,3127,1574,0,8.1,0
TXN0005197,2024-01-19 01:05:00,8.12,restaurant,False,US,2,4,1509,1307,2,4.8,0
TXN0008993,2024-02-01 05:25:00,183.27,restaurant,False,US,5,3,4571,523,2,1.6,0
TXN0000740,2024-01-03 13:40:00,110.18,retail,False,US,13,2,1434,773,1,2.6,0
TXN0009066,2024-02-01 11:30:00,98.07,online,False,US,13,3,4956,1365,1,10.5,0
TXN0001624,2024-01-06 15:20:00,41.72,grocery,True,MX,15,5,1445,851,1,30.3,0
TXN0000524,2024-01-02 19:40:00,178.5,gas,True,US,21,1,3410,339,0,10.7,0
TXN0007999,2024-01-28 18:35:00,44.62,retail,True,US,19,6,1880,1068,1,17.1,0
TXN0004419,2024-01-16 08:15:00,168.99,retail,False,US,8,1,1786,1089,1,7.2,0
TXN0005426,2024-01-19 20:10:00,14.56,online,False,US,22,4,4224,118,2,6.1,0
TXN0006689,2024-01-24 05:25:00,294.35,retail,True,US,5,2,3489,1967,2,11.1,0
TXN0007382,2024-01-26 15:10:00,36.41,restaurant,False,US,15,4,3960,521,1,1.3,0
TXN0000435,2024-01-02 12:15:00,16.02,gas,True,CA,12,1,1656,246,2,5.2,0
TXN0002960,2024-01-11 06:40:00,7.22,grocery,True,US,6,3,4050,1498,3,0.4,0
TXN0000308,2024-01-02 01:40:00,66.63,retail,False,US,3,1,1765,1117,2,1.2,0
TXN0001565,2024-01-06 10:25:00,15.46,restaurant,False,US,10,5,3744,641,2,0.8,0
TXN0002631,2024-01-10 03:15:00,10.14,grocery,True,MX,3,2,1210,1477,1,7.6,0
TXN0005597,2024-01-20 10:25:00,14.02,retail,True,US,11,5,1198,401,3,15.9,0
TXN0009477,2024-02-02 21:45:00,20.78,retail,True,US,22,4,3896,988,3,7.1,0
TXN0000401,2024-01-02 09:25:00,41.94,grocery,True,US,11,1,1156,1044,2,21.0,0
TXN0003826,2024-01-14 06:50:00,92.3,gas,True,GB,7,6,4202,760,2,51.5,0
TXN0000881,2024-01-04 01:25:00,103.25,restaurant,True,US,2,3,4713,1000,4,9.4,0
TXN0003997,2024-01-14 21:05:00,24.66,restaurant,True,US,21,6,1589,1779,3,4.0,0
TXN0007118,2024-01-25 17:10:00,21.5,restaurant,False,US,18,3,1732,1331,1,7.8,0
TXN0003265,2024-01-12 08:05:00,53.21,retail,True,US,8,4,3036,421,4,6.8,0
TXN0008406,2024-01-30 04:30:00,37.79,restaurant,True,US,5,1,2019,1072,1,30.8,0
TXN0005009,2024-01-18 09:25:00,47.58,grocery,True,US,11,3,3014,1365,3,5.3,0
TXN0005736,2024-01-20 22:00:00,56.98,restaurant,True,US,23,5,1093,268,0,6.3,0
TXN0005554,2024-01-20 06:50:00,26.91,retail,False,US,6,5,2491,1213,1,3.8,0
TXN0000288,2024-01-02 00:00:00,23.32,restaurant,True,US,2,1,3331,787,0,3.2,0
TXN0005564,2024-01-20 07:40:00,13.09,grocery,True,US,8,5,3274,754,3,4.9,0
TXN0008324,2024-01-29 21:40:00,16.81,restaurant,True,US,22,0,2080,1275,2,1.3,0
TXN0002623,2024-01-10 02:35:00,42.68,grocery,True,US,4,2,2507,1417,1,14.1,0
TXN0008859,2024-01-31 18:15:00,8.02,grocery,False,CA,19,2,2300,1706,1,1.7,0
TXN0000476,2024-01-02 15:40:00,118.7,online,True,US,16,1,3535,186,2,25.3,0
TXN0008591,2024-01-30 19:55:00,12.32,grocery,True,US,19,1,2244,784,1,1.8,0
TXN0009713,2024-01-05 12:30:00,2851.24,grocery,False,US,23,4,4058,1807,1,4575.5,1
TXN0006522,2024-01-23 15:30:00,119.86,gas,False,US,17,1,2251,471,1,6.1,0
TXN0003111,2024-01-11 19:15:00,142.39,gas,True,US,19,3,4327,1043,3,3.5,0
TXN0009470,2024-02-02 21:10:00,72.56,online,True,CA,22,4,2833,366,1,0.6,0
TXN0000737,2024-01-03 13:25:00,87.22,travel,True,US,13,2,1465,1128,3,6.5,0
TXN0003133,2024-01-11 21:05:00,15.67,grocery,True,US,22,3,3531,440,1,6.7,0
TXN0008047,2024-01-28 22:35:00,10.26,online,True,US,22,6,4644,1642,1,6.0,0
TXN0006551,2024-01-23 17:55:00,9.0,gas,True,US,18,1,4854,631,2,4.7,0
TXN0005407,2024-01-19 18:35:00,34.36,retail,True,US,18,4,2743,205,2,14.0,0
TXN0005563,2024-01-20 07:35:00,6.76,online,True,US,7,5,3839,1401,0,27.0,0
TXN0005328,2024-01-19 12:00:00,62.29,online,True,US,14,4,3763,1125,0,0.1,0
TXN0006718,2024-01-24 07:50:00,3.34,online,True,US,8,2,3058,268,1,1.2,0
TXN0005118,2024-01-18 18:30:00,14.16,restaurant,True,US,19,3,2652,1122,0,4.0,0
TXN0004619,2024-01-17 00:55:00,67.29,restaurant,True,US,2,2,2644,302,2,0.8,0
TXN0003689,2024-01-13 19:25:00,167.37,retail,True,US,19,5,4268,1849,0,2.3,0
TXN0007716,2024-01-27 19:00:00,158.78,online,True,US,19,5,1137,1190,1,8.5,0
TXN0001839,2024-01-07 09:15:00,11.24,restaurant,True,US,11,6,4671,954,1,13.3,0
TXN0001995,2024-01-07 22:15:00,53.01,restaurant,False,US,0,6,4745,1486,1,3.6,0
TXN0002399,2024-01-09 07:55:00,67.12,grocery,True,US,9,1,4519,148,0,1.5,0
TXN0006510,2024-01-23 14:30:00,15.15,restaurant,True,US,15,1,1014,905,1,13.6,0
TXN0009356,2024-02-02 11:40:00,22.55,gas,True,US,12,4,4930,1361,2,3.1,0
TXN0004119,2024-01-15 07:15:00,13.73,retail,True,US,7,0,3539,492,3,4.0,0
TXN0005894,2024-01-21 11:10:00,34.15,grocery,True,US,12,6,4233,308,0,4.4,0
TXN0000800,2024-01-03 18:40:00,12.01,restaurant,True,US,19,2,2189,225,3,17.0,0
TXN0008423,2024-01-30 05:55:00,138.58,online,True,MX,6,1,3544,1061,0,15.7,0
TXN0007680,2024-01-27 16:00:00,23.46,grocery,True,US,18,5,4025,629,1,32.6,0
TXN0001405,2024-01-05 21:05:00,76.22,grocery,True,US,23,4,2204,175,3,50.6,0
TXN0005431,2024-01-19 20:35:00,48.35,restaurant,False,CA,22,4,2531,1641,0,39.1,0
TXN0000069,2024-01-01 05:45:00,26.32,grocery,True,US,6,0,4213,1969,2,6.3,0
TXN0009543,2024-01-01 23:30:00,0.67,travel,False,CN,4,6,1971,1456,0,4566.6,1
TXN0002759,2024-01-10 13:55:00,94.29,grocery,False,MX,15,2,4662,918,0,1.4,0
TXN0008294,2024-01-29 19:10:00,68.57,gas,True,GB,20,0,2300,862,2,0.4,0
TXN0001586,2024-01-06 12:10:00,1.99,grocery,True,US,14,5,4377,245,4,13.6,0
TXN0006666,2024-01-24 03:30:00,20.04,restaurant,False,US,4,2,1114,1461,1,22.6,0
TXN0008014,2024-01-28 19:50:00,11.95,retail,True,US,21,6,4140,1226,1,0.0,0
TXN0001074,2024-01-04 17:30:00,11.07,gas,False,US,17,3,1875,1124,2,40.2,0
TXN0003063,2024-01-11 15:15:00,40.63,retail,False,US,17,3,4568,553,1,11.9,0
TXN0006487,2024-01-23 12:35:00,32.01,retail,False,US,13,1,1955,1868,1,11.4,0
TXN0004705,2024-01-17 08:05:00,66.05,gas,False,US,10,2,3942,1875,2,5.5,0
TXN0009069,2024-02-01 11:45:00,11.15,retail,True,US,12,3,3116,1775,1,1.7,0
TXN0002603,2024-01-10 00:55:00,42.34,restaurant,True,US,1,2,2925,174,0,8.0,0
TXN0007738,2024-01-27 20:50:00,32.11,gas,True,US,21,5,2925,942,0,5.7,0
TXN0001579,2024-01-06 11:35:00,50.14,travel,False,US,11,5,4672,1853,1,15.3,0
TXN0005058,2024-01-18 13:30:00,36.14,retail,True,US,14,3,1040,1929,1,6.3,0
TXN0005753,2024-01-20 23:25:00,131.39,gas,True,US,1,5,2309,533,2,5.7,0
TXN0003548,2024-01-13 07:40:00,13.29,retail,True,US,7,5,2536,619,0,18.1,0
TXN0000409,2024-01-02 10:05:00,6.99,restaurant,True,US,12,1,3009,1775,1,3.1,0
TXN0004097,2024-01-15 05:25:00,88.35,travel,True,US,6,0,4792,939,1,2.3,0
TXN0006461,2024-01-23 10:25:00,106.05,grocery,True,CA,11,1,4779,455,0,13.7,0
TXN0005601,2024-01-20 10:45:00,165.77,online,False,US,12,5,2950,432,0,4.6,0
TXN0005231,2024-01-19 03:55:00,4.93,retail,True,US,5,4,3480,1896,1,7.5,0
TXN0003777,2024-01-14 02:45:00,57.51,online,False,US,3,6,4542,1799,2,22.7,0
TXN0002726,2024-01-10 11:10:00,11.18,restaurant,False,US,13,2,1813,1806,1,8.1,0
TXN0000477,2024-01-02 15:45:00,8.41,retail,True,US,17,1,4749,920,0,1.5,0
TXN0001329,2024-01-05 14:45:00,80.68,online,True,US,14,4,2301,992,2,1.1,0
TXN0004035,2024-01-15 00:15:00,40.21,grocery,False,US,2,0,4304,820,0,0.5,0
TXN0009642,2024-01-04 01:00:00,1282.36,online,True,BR,4,0,1178,731,0,4851.4,1
TXN0001777,2024-01-07 04:05:00,42.64,restaurant,True,US,6,6,4775,819,2,1.1,0
TXN0006096,2024-01-22 04:00:00,108.77,retail,True,US,6,0,2126,464,0,2.6,0
TXN0000751,2024-01-03 14:35:00,23.12,gas,True,US,14,2,3242,1081,1,18.0,0
TXN0005792,2024-01-21 02:40:00,19.47,gas,True,US,3,6,3428,102,1,4.1,0
TXN0004060,2024-01-15 02:20:00,44.43,grocery,False,CA,2,0,2025,1523,1,24.6,0
TXN0009041,2024-02-01 09:25:00,145.45,restaurant,True,US,11,3,4157,1532,1,0.3,0
TXN0006030,2024-01-21 22:30:00,50.2,restaurant,True,US,23,6,3612,586,3,0.1,0
TXN0005898,2024-01-21 11:30:00,55.73,restaurant,False,US,12,6,1901,169,1,17.0,0
TXN0009338,2024-02-02 10:10:00,20.26,online,True,US,11,4,1743,1527,2,12.0,0
TXN0009160,2024-02-01 19:20:00,13.72,restaurant,True,US,19,3,3067,1463,0,0.7,0
TXN0009996,2024-01-11 10:00:00,0.71,online,False,BR,23,0,3675,1924,0,4789.7,1
TXN0005151,2024-01-18 21:15:00,29.96,restaurant,False,US,23,3,3645,249,1,0.1,0
TXN0000468,2024-01-02 15:00:00,124.86,grocery,False,US,15,1,3662,135,3,13.7,0
TXN0001545,2024-01-06 08:45:00,24.93,grocery,True,US,9,5,1446,1476,0,12.4,0
TXN0006311,2024-01-22 21:55:00,143.42,gas,True,CA,21,0,2772,1055,3,27.1,0
TXN0002683,2024-01-10 07:35:00,14.47,restaurant,True,US,7,2,4066,1977,0,6.4,0
TXN0008966,2024-02-01 03:10:00,22.14,grocery,False,GB,3,3,2033,1626,1,9.7,0
TXN0006181,2024-01-22 11:05:00,91.36,online,True,US,13,0,4616,1908,0,0.5,0
TXN0001025,2024-01-04 13:25:00,21.38,restaurant,True,GB,15,3,4868,1241,2,17.6,0
TXN0005112,2024-01-18 18:00:00,33.54,gas,False,US,18,3,2923,938,2,3.5,0
TXN0008562,2024-01-30 17:30:00,19.31,restaurant,True,US,19,1,2533,326,1,0.0,0
TXN0005368,2024-01-19 15:20:00,33.33,retail,True,US,15,4,3467,192,1,1.8,0
TXN0002354,2024-01-09 04:10:00,7.99,travel,True,US,6,1,2652,1017,2,25.1,0
TXN0007278,2024-01-26 06:30:00,13.62,grocery,True,US,6,4,2733,1626,2,3.2,0
TXN0003602,2024-01-13 12:10:00,6.25,restaurant,True,GB,13,5,3065,1594,2,2.2,0
TXN0000773,2024-01-03 16:25:00,167.46,gas,True,US,17,2,2512,1638,2,18.4,0
TXN0006773,2024-01-24 12:25:00,24.12,retail,True,US,14,2,4040,724,2,7.5,0
TXN0008809,2024-01-31 14:05:00,59.38,grocery,True,US,14,2,2078,102,2,34.4,0
TXN0003382,2024-01-12 17:50:00,315.47,retail,True,US,18,4,3954,1845,3,9.7,0
TXN0000641,2024-01-03 05:25:00,76.63,grocery,False,US,7,2,2280,989,2,6.9,0
TXN0004233,2024-01-15 16:45:00,179.34,grocery,True,US,16,0,3359,513,2,2.2,0
TXN0003815,2024-01-14 05:55:00,13.76,gas,True,US,5,6,3978,1344,1,9.0,0
TXN0004104,2024-01-15 06:00:00,21.71,retail,True,US,7,0,1592,1069,4,0.1,0
TXN0009925,2024-01-09 22:30:00,0.64,retail,False,BR,23,6,3324,362,0,1905.4,1
TXN0001108,2024-01-04 20:20:00,158.27,grocery,True,GB,20,3,2794,1320,1,5.0,0
TXN0003527,2024-01-13 05:55:00,6.76,retail,False,US,5,5,1895,1505,3,2.4,0
TXN0003495,2024-01-13 03:15:00,31.5,retail,True,US,5,5,1539,144,4,20.8,0
TXN0001420,2024-01-05 22:20:00,25.52,grocery,True,GB,23,4,1396,1129,1,6.0,0
TXN0006923,2024-01-25 00:55:00,116.16,retail,True,US,2,3,3772,1515,1,0.5,0
TXN0003881,2024-01-14 11:25:00,179.1,grocery,True,MX,12,6,4109,1840,1,0.6,0
TXN0008353,2024-01-30 00:05:00,7.23,restaurant,True,CA,1,1,3364,953,1,4.6,0
TXN0006245,2024-01-22 16:25:00,149.37,grocery,True,US,16,0,1079,841,1,5.9,0
TXN0004938,2024-01-18 03:30:00,76.68,restaurant,True,US,3,3,3826,1190,0,28.9,0
TXN0006798,2024-01-24 14:30:00,5.06,grocery,True,US,16,2,1420,802,2,12.9,0
TXN0007812,2024-01-28 03:00:00,10.27,retail,True,US,3,6,4633,511,1,10.6,0
TXN0001680,2024-01-06 20:00:00,5.47,grocery,True,US,22,5,1723,532,1,13.4,0
TXN0006715,2024-01-24 07:35:00,8.37,restaurant,False,GB,9,2,2526,754,1,2.2,0
TXN0000633,2024-01-03 04:45:00,3.24,restaurant,True,CA,6,2,1441,1781,3,3.2,0
TXN0002569,2024-01-09 22:05:00,58.16,grocery,False,US,22,1,1314,1357,2,4.7,0
TXN0007359,2024-01-26 13:15:00,74.13,restaurant,True,US,15,4,1592,1643,1,5.0,0
TXN0002166,2024-01-08 12:30:00,967.95,grocery,True,US,14,0,4630,1480,0,0.8,0
TXN0008169,2024-01-29 08:45:00,20.21,travel,True,US,10,0,1752,546,1,6.1,0
TXN0008845,2024-01-31 17:05:00,124.38,online,True,US,18,2,4894,638,1,17.8,0
TXN0002825,2024-01-10 19:25:00,28.8,grocery,True,US,19,2,3348,1454,1,1.7,0
TXN0004087,2024-01-15 04:35:00,4.22,grocery,True,US,6,0,2387,131,0,1.2,0
TXN0006243,2024-01-22 16:15:00,144.29,restaurant,False,GB,16,0,4488,1113,2,3.6,0
TXN0008364,2024-01-30 01:00:00,44.04,online,True,US,3,1,1361,1752,1,0.1,0
TXN0003941,2024-01-14 16:25:00,22.98,retail,True,GB,17,6,1405,1257,2,13.2,0
TXN0009179,2024-02-01 20:55:00,110.93,gas,False,US,21,3,4862,307,1,12.7,0
TXN0008075,2024-01-29 00:55:00,11.68,grocery,True,US,0,0,3037,231,3,1.7,0
TXN0009195,2024-02-01 22:15:00,23.18,grocery,True,GB,22,3,2253,161,0,25.5,0
TXN0004128,2024-01-15 08:00:00,25.62,restaurant,True,US,8,0,3721,1734,1,4.1,0
TXN0001172,2024-01-05 01:40:00,28.78,travel,False,US,3,4,3181,1056,2,11.3,0
TXN0008668,2024-01-31 02:20:00,20.24,grocery,True,US,4,2,1234,366,1,17.7,0
TXN0004222,2024-01-15 15:50:00,1677.79,retail,True,US,16,0,3775,1885,1,8.7,0
TXN0004834,2024-01-17 18:50:00,4.77,online,True,US,20,2,4764,1805,1,0.8,0
TXN0002576,2024-01-09 22:40:00,12.44,grocery,True,US,0,1,1367,1837,1,4.1,0
TXN0001989,2024-01-07 21:45:00,6.47,grocery,True,US,23,6,1599,1407,2,33.9,0
TXN0006973,2024-01-25 05:05:00,23.42,grocery,False,US,5,3,1162,966,1,5.7,0
TXN0005836,2024-01-21 06:20:00,100.65,travel,True,MX,7,6,4036,1088,0,4.2,0
TXN0004532,2024-01-16 17:40:00,285.17,travel,False,GB,17,1,2267,909,2,0.2,0
TXN0003209,2024-01-12 03:25:00,17.15,restaurant,False,US,3,4,3560,1175,1,15.2,0
TXN0003855,2024-01-14 09:15:00,3.5,online,True,US,9,6,2352,1423,0,7.2,0
TXN0002628,2024-01-10 03:00:00,12.43,restaurant,True,US,3,2,2911,1398,2,1.4,0
TXN0007803,2024-01-28 02:15:00,6.35,online,True,GB,3,6,2791,1125,1,24.7,0
TXN0001410,2024-01-05 21:30:00,20.03,travel,False,US,21,4,4817,1123,2,36.5,0
TXN0008257,2024-01-29 16:05:00,13.61,travel,False,US,16,0,4014,1847,6,4.7,0
TXN0007386,2024-01-26 15:30:00,76.37,restaurant,True,US,16,4,2404,754,0,14.8,0
TXN0004303,2024-01-15 22:35:00,16.22,restaurant,False,US,23,0,3220,1168,1,4.9,0
TXN0006750,2024-01-24 10:30:00,76.34,online,True,US,11,2,3647,376,1,13.7,0
TXN0006555,2024-01-23 18:15:00,35.78,retail,False,US,19,1,3391,1602,5,17.8,0
TXN0000815,2024-01-03 19:55:00,48.12,restaurant,True,US,19,2,1499,1852,1,61.2,0
TXN0002404,2024-01-09 08:20:00,11.72,retail,False,MX,9,1,3861,274,3,0.1,0
TXN0005397,2024-01-19 17:45:00,135.75,gas,True,US,18,4,2984,1482,2,6.2,0
TXN0009956,2024-01-10 14:00:00,553.73,online,False,RU,4,0,3840,908,12,3033.3,1
TXN0002131,2024-01-08 09:35:00,547.53,grocery,True,US,11,0,2731,1609,1,9.2,0
TXN0001797,2024-01-07 05:45:00,27.72,restaurant,True,US,7,6,3204,1696,3,3.8,0
TXN0003090,2024-01-11 17:30:00,146.32,gas,False,US,19,3,3680,1045,0,47.7,0
TXN0004184,2024-01-15 12:40:00,31.99,restaurant,True,US,13,0,4543,371,3,6.2,0
TXN0004564,2024-01-16 20:20:00,60.43,grocery,False,US,22,1,2036,1113,2,32.7,0
TXN0005030,2024-01-18 11:10:00,133.52,online,True,CA,11,3,2071,321,1,6.6,0
TXN0008048,2024-01-28 22:40:00,124.09,restaurant,True,US,23,6,2718,1493,1,24.1,0
TXN0000122,2024-01-01 10:10:00,43.12,restaurant,True,GB,11,0,1193,585,1,8.5,0
TXN0000179,2024-01-01 14:55:00,46.66,retail,False,US,16,0,2527,731,1,15.5,0
TXN0009250,2024-02-02 02:50:00,143.14,grocery,True,US,3,4,1694,1339,1,8.8,0
TXN0008095,2024-01-29 02:35:00,15.41,restaurant,True,US,4,0,4584,1996,1,4.7,0
TXN0006429,2024-01-23 07:45:00,24.17,gas,True,CA,9,1,1508,1813,0,9.2,0
TXN0009737,2024-01-06 00:30:00,11064.42,travel,False,NG,1,5,4728,1150,0,3458.8,1
TXN0004992,2024-01-18 08:00:00,16.83,grocery,True,CA,9,3,4679,423,1,3.1,0
TXN0001157,2024-01-05 00:25:00,193.94,grocery,True,US,1,4,2847,1778,2,5.6,0
TXN0009003,2024-02-01 06:15:00,8.37,retail,False,US,7,3,1939,382,2,3.2,0
TXN0001532,2024-01-06 07:40:00,107.53,grocery,True,GB,7,5,1383,590,1,9.8,0
TXN0008992,2024-02-01 05:20:00,19.34,online,True,US,7,3,3957,1733,0,2.7,0
TXN0007859,2024-01-28 06:55:00,113.65,restaurant,True,US,8,6,2122,233,1,1.6,0
TXN0009110,2024-02-01 15:10:00,63.66,restaurant,False,US,16,3,1430,835,2,20.5,0
TXN0001535,2024-01-06 07:55:00,10.47,restaurant,True,US,8,5,4947,751,4,21.0,0
TXN0009259,2024-02-02 03:35:00,13.94,grocery,True,US,3,4,3651,1630,0,1.0,0
TXN0005517,2024-01-20 03:45:00,183.21,retail,True,GB,4,5,3694,1114,3,3.2,0
TXN0002605,2024-01-10 01:05:00,11.28,grocery,True,US,2,2,4149,1070,2,11.7,0
TXN0006127,2024-01-22 06:35:00,59.7,gas,True,US,8,0,4262,157,1,5.9,0
TXN0009141,2024-02-01 17:45:00,105.32,retail,False,US,17,3,3542,1129,4,6.2,0
TXN0007458,2024-01-26 21:30:00,15.3,gas,True,CA,21,4,2802,1027,1,10.7,0
TXN0002177,2024-01-08 13:25:00,60.9,grocery,True,US,13,0,4063,192,0,1.4,0
TXN0007990,2024-01-28 17:50:00,39.17,restaurant,True,US,19,6,2562,316,1,2.5,0
TXN0002351,2024-01-09 03:55:00,69.82,restaurant,False,US,5,1,2666,1701,4,2.1,0
TXN0009177,2024-02-01 20:45:00,138.24,retail,True,US,21,3,4232,1138,0,1.2,0
TXN0003502,2024-01-13 03:50:00,71.02,gas,True,US,5,5,3565,370,1,3.2,0
TXN0002134,2024-01-08 09:50:00,12.7,restaurant,True,US,10,0,1899,1371,4,18.0,0
TXN0001480,2024-01-06 03:20:00,56.82,grocery,True,US,5,5,3882,1585,0,1.5,0
TXN0002793,2024-01-10 16:45:00,17.82,restaurant,True,US,17,2,4683,1745,3,1.8,0
TXN0004843,2024-01-17 19:35:00,8.44,retail,True,US,21,2,1274,1593,3,9.6,0
TXN0009780,2024-01-06 22:00:00,0.71,travel,False,NG,4,3,1317,1339,2,1155.1,1
TXN0009934,2024-01-10 03:00:00,604.82,online,True,BR,0,5,1660,129,12,644.0,1
TXN0004762,2024-01-17 12:50:00,47.53,retail,True,US,14,2,3169,1710,3,0.9,0
TXN0007191,2024-01-25 23:15:00,9.15,retail,True,US,1,3,4450,390,0,21.2,0
TXN0006041,2024-01-21 23:25:00,30.75,gas,True,US,1,6,2604,959,2,28.9,0
TXN0009636,2024-01-03 22:00:00,0.71,retail,False,RU,23,5,3346,711,1,738.4,1
TXN0003445,2024-01-12 23:05:00,22.32,restaurant,True,US,23,4,2440,964,2,39.5,0
TXN0008149,2024-01-29 07:05:00,70.9,gas,True,US,9,0,4059,1767,2,2.2,0
TXN0007765,2024-01-27 23:05:00,31.64,restaurant,False,US,0,5,1457,1807,2,34.8,0
TXN0003620,2024-01-13 13:40:00,49.1,grocery,True,GB,15,5,4403,692,2,19.3,0
TXN0001952,2024-01-07 18:40:00,3.93,grocery,False,US,18,6,3303,1317,0,0.3,0
TXN0000555,2024-01-02 22:15:00,22.91,grocery,True,US,22,1,2550,1598,0,2.0,0
TXN0004264,2024-01-15 19:20:00,14.8,travel,True,US,21,0,2846,1737,1,18.3,0
TXN0001163,2024-01-05 00:55:00,5.43,restaurant,False,US,0,4,1943,1928,3,1.6,0
TXN0001584,2024-01-06 12:00:00,28.7,online,False,US,13,5,2546,1204,2,6.8,0
TXN0006151,2024-01-22 08:35:00,12.66,travel,True,US,10,0,1011,271,0,6.1,0
TXN0009720,2024-01-05 16:00:00,5928.49,online,False,US,4,5,1802,1844,1,1710.7,1
TXN0005837,2024-01-21 06:25:00,13.13,grocery,False,US,8,6,1179,1719,1,10.5,0
TXN0005261,2024-01-19 06:25:00,97.91,online,True,US,8,4,2353,113,2,18.8,0
TXN0005239,2024-01-19 04:35:00,26.5,grocery,True,US,4,4,2830,1426,1,12.6,0
TXN0007913,2024-01-28 11:25:00,4.35,grocery,True,US,12,6,2004,1931,3,3.1,0
TXN0009162,2024-02-01 19:30:00,145.48,retail,True,US,19,3,4891,1905,0,4.7,0
TXN0001598,2024-01-06 13:10:00,219.93,gas,True,CA,13,5,2802,1950,0,14.0,0
TXN0007182,2024-01-25 22:30:00,19.5,grocery,False,US,23,3,2090,966,3,3.0,0
TXN0000300,2024-01-02 01:00:00,263.18,travel,True,US,1,1,4216,1613,2,15.1,0
TXN0009660,2024-01-04 10:00:00,0.17,gas,False,US,1,2,4521,1498,0,592.7,1
